epoch,train_loss,test_loss,vae_efficiency,n0_fr1,zero_pixels
8362,214.71336949131435,249.79206195244421,0.56,40,9528.59
8363,214.7094336923821,250.3058632703928,0.56,38,9494.935
8364,214.73364471048322,248.71601858505835,0.505,39,9544.66
8365,214.73648278565327,249.41230366780206,0.51,39,9518.8
8366,214.72988125028235,249.60668407953702,0.49,39,9535.13
8367,214.72424945386513,249.66700548392075,0.535,39,9525.6
8368,214.74365104950886,249.84767551605518,0.5,37,9527.685
8369,214.73689356360416,250.27787813773523,0.525,37,9523.665
8370,214.72268490121962,250.12590085543118,0.44,31,9510.665
8371,214.70897598452655,249.46887905781085,0.48,34,9552.425
8372,214.73915064572887,250.04821813106537,0.43,25,9548.515
8373,214.72439791890582,250.6188906431198,0.53,35,9524.3
8374,214.73262721775254,248.6650163760552,0.545,39,9538.47
8375,214.7276442876187,249.91670342592093,0.545,40,9535.38
8376,214.72349133002396,249.70756761844342,0.51,44,9543.925
8377,214.72782892687366,249.26953334074753,0.44,31,9535.015
8378,214.71967128514697,249.15787702340347,0.525,38,9524.6
8379,214.72426059474634,249.78945667010086,0.485,37,9546.815
8380,214.74208497557765,249.97427034378052,0.495,36,9522.08
8381,214.7227001117508,249.92902472385992,0.48,35,9564.255
8382,214.7064901656302,249.72845933987543,0.495,39,9562.07
8383,214.73553225740102,249.92294537104092,0.495,33,9512.61
8384,214.7005938716168,249.5748450068327,0.425,30,9539.78
8385,214.73168500874976,250.01246384473947,0.495,34,9526.945
8386,214.70633827050165,249.64995767520026,0.505,38,9547.22
8387,214.7172524993366,250.03121056465002,0.505,41,9532.255
8388,214.72473623679554,250.10261742885297,0.5,40,9539.575
8389,214.70653354800015,248.67077579865088,0.47,35,9555.725
8390,214.7313087226741,249.6506589100911,0.435,36,9533.82
8391,214.7084128867197,249.88827758568985,0.485,35,9551.99
8392,214.7229448803095,249.97713646521936,0.58,42,9543.965
8393,214.72836434995597,250.0248487179096,0.53,36,9534.105
8394,214.70635117628356,249.6211349413945,0.525,36,9527.63
8395,214.7134926625458,250.11985887930945,0.495,35,9542.22
8396,214.72179636630392,249.56539916992188,0.515,38,9525.005
8397,214.71601567837436,249.1649814935831,0.495,34,9523.66
8398,214.7315965139944,250.01526234700128,0.525,38,9548.325
8399,214.71162881838114,249.5435994221614,0.495,41,9554.3
8400,214.70983180700324,250.19495003957016,0.48,38,9517.23
8401,214.70951186664,249.0424628991347,0.48,33,9540.545
8402,214.7079413195533,249.7480541926164,0.57,51,9524.16
8403,214.72002724041536,249.46320904218234,0.44,35,9513.105
8404,214.6999357206359,248.85732915768256,0.455,37,9525.345
8405,214.71998401997092,249.56379042221948,0.465,36,9543.315
8406,214.69873343515533,249.71492538085351,0.565,49,9519.28
8407,214.71671552386266,250.50930887919205,0.495,38,9501.785
8408,214.71173943646195,249.71199281857565,0.515,37,9540.36
8409,214.7233099429423,249.35994718624994,0.475,36,9536.62
8410,214.7015310208112,250.26433705366574,0.505,29,9534.81
8411,214.72294354246188,249.17525302446805,0.47,32,9545.52
8412,214.7251099076436,249.60972821712494,0.525,34,9544.7
8413,214.71290778735846,249.33980182500986,0.47,36,9551.73
8414,214.71731076053757,249.91943946251502,0.495,39,9550.52
8415,214.70554896103064,249.3133186193613,0.45,33,9526.495
8416,214.7155993292561,249.26705233867352,0.495,36,9534.345
8417,214.71406736607923,249.02393008195438,0.48,36,9497.74
8418,214.6956410773588,248.970869577848,0.575,47,9510.135
8419,214.69767582618215,249.43286378567035,0.465,35,9516.765
8420,214.69897029785426,249.79897492665512,0.515,39,9525.555
8421,214.6859258984015,248.89414952351495,0.54,42,9527.635
8422,214.70210939339614,249.42788369839008,0.495,38,9531.345
8423,214.69443669440525,249.02689269872812,0.475,37,9542.6
8424,214.71202735685753,249.77951770562393,0.51,39,9520.27
8425,214.71364913112487,250.90175716693585,0.465,30,9527.135
8426,214.69459635846917,249.92012425569388,0.545,45,9509.845
8427,214.7171040799374,249.1064315209022,0.51,35,9508.475
8428,214.70824670115726,250.11329038326556,0.475,37,9533.14
8429,214.72010874882685,249.3104415856875,0.515,41,9540.345
8430,214.6984391508261,249.4834011884836,0.53,42,9543.43
8431,214.70602902070976,250.63938240821545,0.55,38,9564.695
8432,214.70418764639692,249.40548419035397,0.5,37,9533.805
8433,214.71545678423485,249.70782793485202,0.51,38,9524.83
8434,214.69726038117213,249.9260921890919,0.525,37,9505.94
8435,214.70897936897296,249.15496027469635,0.5,36,9507.165
8436,214.68760020106762,250.30701200778668,0.46,32,9525.485
8437,214.71531024921813,248.65049295242017,0.5,39,9515.75
8438,214.69698928939988,249.57508862018585,0.53,41,9529.4
8439,214.6953894160648,249.78594975288098,0.52,42,9549.57
8440,214.6839838096271,248.96414410150967,0.495,29,9534.56
8441,214.69427885193048,249.68591376451346,0.46,29,9510.93
8442,214.6990107612046,250.1837982581212,0.465,36,9520.215
8443,214.68406936704812,249.86179769039154,0.445,34,9516.165
8444,214.7061268987134,250.23297260357782,0.48,35,9537.53
8445,214.70070963032342,249.4973101249108,0.475,35,9546.715
8446,214.69298528407592,249.37305738375738,0.49,36,9502.95
8447,214.7021673772597,250.05807155370712,0.48,27,9551.845
8448,214.6804634510535,249.63517906115607,0.485,36,9524.025
8449,214.70205472101074,250.89262149425653,0.51,35,9523.495
8450,214.6888240801999,249.65901022690994,0.495,39,9533.87
8451,214.6854844351328,249.63757855617084,0.51,36,9536.01
8452,214.70922942264036,249.90929115735568,0.485,39,9517.22
8453,214.69681602039637,249.78548203064844,0.45,33,9525.055
8454,214.6788087079409,249.89297850315387,0.53,32,9519.585
8455,214.6791448362025,249.31580747090854,0.485,38,9558.005
8456,214.69507078215256,249.964200592958,0.49,37,9536.275
8457,214.6936720653453,250.92965331444373,0.495,38,9521.615
8458,214.7061212034128,250.90440752873053,0.555,42,9538.06
8459,214.70717403631062,248.72264299025903,0.47,25,9528.665
8460,214.70134553006648,249.15047174233658,0.515,44,9536.49
8461,214.68438560085823,250.87494404499347,0.51,39,9517.705
8462,214.6839202354093,249.60928551967328,0.52,36,9534.77
8463,214.67893409670862,249.46802545510806,0.505,32,9527.07
8464,214.68282154387336,250.11838139478976,0.52,39,9522.15
8465,214.695848119893,249.9572969491665,0.535,41,9564.745
8466,214.69451296451234,249.8458755016327,0.475,34,9512.6
8467,214.7033403827148,249.7340089403666,0.555,43,9529.695
8468,214.66091420261293,250.0524045779155,0.45,33,9514.49
8469,214.6890084191514,248.6313087756817,0.475,34,9543.305
8470,214.6753813690246,249.5346548465582,0.475,36,9526.28
8471,214.6665588271925,249.77376831494846,0.47,37,9523.5
8472,214.679788704308,250.12516809426822,0.575,43,9521.81
8473,214.6765712487445,249.7109788931333,0.5,36,9538.33
8474,214.69778036987648,249.67106920022232,0.48,35,9525.83
8475,214.67087824681496,250.55195630513705,0.495,35,9533.32
8476,214.67781965450223,249.38978687158,0.535,40,9572.82
8477,214.68955692563947,249.92078295120825,0.505,40,9511.2
8478,214.67315281427702,248.54699622667752,0.53,37,9558.01
8479,214.69264515041124,248.92493230333696,0.51,36,9544.525
8480,214.68661936135067,249.69063668526135,0.53,38,9523.62
8481,214.67845668510736,249.59411368920252,0.52,42,9540.055
8482,214.69700542235407,248.91010625545795,0.495,36,9508.355
8483,214.68666023053223,250.0750433756755,0.49,35,9526.505
8484,214.68477233098312,249.72354758702792,0.57,42,9558.565
8485,214.68987980769768,250.84943460501157,0.555,44,9530.375
8486,214.69097772013066,249.4128908606676,0.48,34,9569.385
8487,214.69118361726728,250.14676130734958,0.475,36,9494.635
8488,214.68144543180742,249.81671842244955,0.465,32,9524.45
8489,214.67106017112877,249.81721471364682,0.405,27,9526.145
8490,214.6961685428349,249.31639392100848,0.46,39,9522.845
8491,214.65708229095176,249.60261818537344,0.505,33,9554.095
8492,214.6933305877281,249.69549255187695,0.515,43,9498.49
8493,214.65760953229042,249.95989109919623,0.495,45,9531.47
8494,214.69115945170373,249.55223200871393,0.485,39,9539.94
8495,214.67892744148347,249.21151194205652,0.465,28,9523.285
8496,214.67620119752726,250.17749171990616,0.485,31,9543.65
8497,214.65552074221318,250.36406957186185,0.48,36,9509.405
8498,214.68401867942538,249.0700975198012,0.465,42,9520.085
8499,214.67465027075247,250.10207664049588,0.485,37,9539.335
8500,214.6607261678646,249.3776344519395,0.455,34,9545.755
8501,214.6752381667079,249.7005992761025,0.44,25,9522.045
8502,214.67481609874156,249.17734278165378,0.455,38,9547.975
8503,214.65871406302838,249.41487310482904,0.49,37,9522.51
8504,214.66911453511034,249.87463972201715,0.51,42,9532.485
8505,214.68011925035526,249.48691812845377,0.525,43,9519.52
8506,214.69587678971806,250.01227828172537,0.445,32,9549.215
8507,214.66822723193314,250.19758137372824,0.535,41,9526.135
8508,214.6754918856476,250.29871498621426,0.465,39,9531.63
8509,214.6721920611709,249.71292926714972,0.49,34,9564.73
8510,214.6896670841077,250.08429098129272,0.525,39,9516.315
8511,214.66798386721328,249.80815535325272,0.45,33,9526.595
8512,214.6506592771335,249.889815055407,0.57,50,9561.655
8513,214.66151679686848,249.80075370348416,0.49,37,9540.85
8514,214.65593508601353,249.1541446676621,0.535,37,9523.88
8515,214.65172087900922,249.67481004274808,0.485,36,9586.015
8516,214.67931490943047,249.60486622957083,0.48,36,9527.825
8517,214.66256015494437,250.35217333298462,0.5,36,9536.025
8518,214.6595448047863,249.53120257304266,0.52,41,9525.85
8519,214.67325561719957,248.61902985206018,0.495,41,9513.19
8520,214.67202957082387,249.67368104824652,0.48,32,9565.12
8521,214.68625020493894,249.0266908132113,0.495,36,9540.255
8522,214.66666540847356,250.2275332579246,0.545,44,9535.67
8523,214.65210259700217,249.14948237859286,0.49,39,9501.77
8524,214.66467093607397,250.22409517948444,0.52,37,9501.565
8525,214.67125156328748,248.98164921540481,0.505,43,9516.845
8526,214.67570287457073,248.98565748104681,0.475,33,9501.12
8527,214.65216978561804,251.2112567241375,0.47,38,9553.295
8528,214.66111060893857,249.875284075737,0.475,27,9533.015
8529,214.64975990222152,250.0189391191189,0.48,34,9516.965
8530,214.66470500671034,249.85655975341797,0.47,32,9526.035
8531,214.6621490479097,249.29244218881314,0.57,52,9532.515
8532,214.66131197884758,250.06842489425952,0.55,38,9525.31
8533,214.67505820003558,250.78108264849737,0.445,35,9548.35
8534,214.6615944908734,249.01801945612982,0.545,40,9509.45
8535,214.65994250543633,249.80333396104666,0.525,37,9502.23
8536,214.66670230248593,250.26311668982873,0.52,44,9531.615
8537,214.6630847862882,250.3701197550847,0.445,28,9536.315
8538,214.64972945993728,250.8744504910249,0.535,48,9519.265
8539,214.6562147938502,249.280412706045,0.485,33,9525.9
8540,214.67251664882497,249.77738207120163,0.52,30,9545.01
8541,214.64577028442858,250.16364002227783,0.475,37,9542.495
8542,214.6505964410285,249.2545256431286,0.52,32,9521.315
8543,214.65818491957387,250.64029499200674,0.465,35,9528.345
8544,214.67258876206907,250.46416234053098,0.485,32,9518.9
8545,214.67025118959947,250.15140263850873,0.5,36,9532.915
8546,214.65288259328602,249.9243300144489,0.49,41,9526.52
8547,214.6696585018703,250.31103857663962,0.52,43,9564.665
8548,214.67711853628532,249.40325279419238,0.485,35,9536.79
8549,214.6723015387962,250.37330915377692,0.49,39,9537.35
8550,214.6547592045639,250.18146867018478,0.505,37,9520.155
8551,214.65872094617023,249.82280896260187,0.545,39,9538.915
8552,214.66775636537793,249.89791830686423,0.54,42,9509.72
8553,214.65225657477754,249.34185708027618,0.425,29,9542.955
8554,214.65610379261352,250.84827247032752,0.415,32,9531.585
8555,214.64447946349327,249.25222439032333,0.515,46,9528.415
8556,214.64843579702054,250.02306483342096,0.565,49,9537.14
8557,214.65658165190828,250.58377295274002,0.5,36,9540.935
8558,214.65845028377674,251.09563033397382,0.56,43,9529.49
8559,214.66315888537264,249.56142469552847,0.51,40,9523.605
8560,214.67397369456862,249.361909701274,0.53,36,9550.37
8561,214.65386695379237,249.38341844998874,0.475,28,9527.785
8562,214.64728716731236,248.97059629513666,0.56,43,9528.3
8563,214.63339205025136,249.60143685799378,0.54,37,9498.56
8564,214.64596177949863,250.98366729112772,0.495,40,9520.4
8565,214.66089434304664,249.88749381212088,0.525,38,9506.32
8566,214.6509317009392,249.8886772119082,0.5,37,9530.345
8567,214.64766082653202,250.33590718416067,0.45,36,9560.99
8568,214.66273147502773,250.1846366753945,0.52,39,9531.885
8569,214.65982593477653,250.02928460102814,0.535,41,9526.69
8570,214.64834726708924,249.67243216587946,0.56,36,9535.705
8571,214.6456379776338,249.6143419284087,0.44,33,9525.74
8572,214.6453423345258,249.94011038083298,0.475,30,9547.25
8573,214.6503939693284,249.3506843172587,0.46,33,9532.215
8574,214.63510460745286,250.8690953529798,0.52,34,9517.615
8575,214.65234870951343,250.3375555735368,0.485,36,9525.28
8576,214.6395148193122,249.96007715738736,0.515,40,9528.92
8577,214.65830098323534,250.3343598292424,0.43,28,9531.11
8578,214.64392492012033,249.21914637088776,0.5,40,9513.855
8579,214.64147819969062,248.82306654636676,0.465,34,9549.475
8580,214.6289482983015,250.40612422502957,0.52,35,9520.72
8581,214.64262092333345,249.3617730324085,0.46,33,9508.86
8582,214.64032011841732,249.34536887132205,0.545,43,9572.105
8583,214.62022690379825,250.15883611715756,0.555,43,9519.035
8584,214.63833161487645,250.30053978699905,0.49,40,9528.865
8585,214.65224004209705,249.16313923322238,0.505,35,9518.07
8586,214.62939868724087,249.28426815913275,0.52,38,9533.54
8587,214.6356767568078,250.3745625752669,0.475,41,9555.235
8588,214.6444675435091,248.5463193013118,0.52,39,9527.92
8589,214.6400225859847,249.73175804431622,0.46,35,9534.47
8590,214.62650154647514,249.20038061417065,0.525,47,9513.685
8591,214.6477843626046,250.2450771881984,0.41,26,9557.24
8592,214.6318856338015,249.19795408615698,0.47,34,9563.705
8593,214.65129433207315,249.55958993159808,0.52,39,9528.13
8594,214.6307975834162,250.77313254429743,0.5,40,9524.82
8595,214.64937887844417,250.12741269515112,0.46,33,9512.97
8596,214.63779229395382,249.1735292489712,0.48,34,9550.75
8597,214.62305609254352,250.43452816743118,0.545,40,9504.89
8598,214.64626881088213,250.87883004775415,0.44,32,9526.595
8599,214.64015680855866,249.44089562617816,0.53,47,9513.395
8600,214.6276299863704,249.65481958022485,0.48,39,9535.305
8601,214.6228881196957,249.60642456091367,0.51,39,9533.185
8602,214.644067720385,249.9918077633931,0.52,46,9522.55
8603,214.65337171410664,249.57230421213004,0.41,25,9507.49
8604,214.62738062633719,250.22991262032434,0.545,42,9514.185
8605,214.6308181107435,251.203536767226,0.52,33,9523.69
8606,214.64444050427673,250.10967924044684,0.45,29,9513.13
8607,214.63963269264374,250.31221748315372,0.52,39,9524.095
8608,214.63361602606452,250.25873459302463,0.48,32,9519.495
8609,214.61320974870057,249.5037337908378,0.505,37,9520.15
8610,214.63724454709114,249.45845399453088,0.545,41,9502.295
8611,214.6470423510772,250.63052755135757,0.475,38,9520.16
8612,214.63733606057966,250.35378417601953,0.52,42,9522.39
8613,214.64540134692152,250.06336666528995,0.48,30,9529.33
8614,214.62038328894354,250.307948919443,0.475,39,9520.155
8615,214.6199633335671,250.01329558629257,0.525,40,9534.75
8616,214.64571355207175,250.11236429214478,0.45,28,9526.105
8617,214.6305833984268,249.6720399764868,0.515,37,9526.035
8618,214.6212041221401,249.90872866373795,0.515,37,9541.955
8619,214.6243349815756,251.05261438168012,0.52,40,9567.83
8620,214.64295992788027,249.8703339099884,0.485,38,9514.175
8621,214.62678278751662,249.94747798259442,0.485,35,9520.93
8622,214.63194730037998,249.94130945205688,0.46,32,9532.585
8623,214.6237918692125,250.6848999261856,0.53,47,9553.445
8624,214.63813515360664,249.17015894559714,0.5,34,9490.525
8625,214.65166034561852,250.08508169651031,0.485,35,9525.545
8626,214.64288800156274,249.9779169192681,0.49,31,9553.98
8627,214.606530744625,249.41537196819598,0.545,44,9546.05
8628,214.6096366018334,250.31718636476077,0.505,39,9523.12
8629,214.63980461624115,249.26564767268988,0.455,33,9508.97
8630,214.62188399003384,249.76808985380026,0.595,46,9547.925
8631,214.61101797807692,250.1837230829092,0.545,47,9537.67
8632,214.60413204368123,250.41042365477637,0.425,31,9543.115
8633,214.61919702914517,250.24774806316083,0.5,34,9521.255
8634,214.63070286455869,250.36552691459656,0.5,37,9508.355
8635,214.62590732059905,250.37551034413852,0.46,37,9550.64
8636,214.62568498904196,248.7984710427431,0.525,38,9586.53
8637,214.62243772058147,249.22571472938245,0.495,40,9496.245
8638,214.62512231741604,249.55700813348477,0.515,34,9501.62
8639,214.62107257148222,250.39016342163086,0.52,31,9533.74
8640,214.63292460826054,250.05562960184537,0.525,40,9513.615
8641,214.63264663218362,249.41462398492374,0.49,36,9549.405
8642,214.63182881684804,249.91984098691208,0.55,40,9533.055
8643,214.62351840873478,249.43938559752243,0.505,36,9520.045
8644,214.62987308243464,249.45907093469913,0.525,39,9527.75
8645,214.609363677425,249.58583097274487,0.49,39,9552.095
8646,214.60635700583404,249.53806097690875,0.57,48,9540.27
8647,214.61845158345997,250.57899240347055,0.525,33,9524.22
8648,214.61527443310052,249.8584270477295,0.53,41,9544.46
8649,214.600530923821,250.40806411779843,0.52,40,9536.495
8650,214.61042257017377,250.4038441456281,0.48,33,9523.24
8651,214.62777275000562,250.05948167580826,0.485,40,9560.21
8652,214.6113352380935,250.3488854628343,0.525,41,9496.165
8653,214.62093774103352,249.40281737767734,0.46,29,9525.81
8654,214.6199821631477,249.74625352712778,0.505,38,9511.27
8655,214.59665928895726,248.9070225724807,0.585,48,9535.42
8656,214.6138590074425,249.72400898199814,0.55,42,9510.535
8657,214.61925084306378,250.5502600119664,0.535,41,9533.61
8658,214.61972363557308,250.50472475932196,0.51,46,9512.51
8659,214.6265774633695,250.3863306595729,0.515,40,9518.815
8660,214.61193513048983,250.1642356927578,0.515,39,9546.54
8661,214.6205809310776,249.74602211438693,0.535,43,9523.2
8662,214.62022519413244,249.36382724688605,0.46,31,9495.03
8663,214.61324118259677,249.94996074529794,0.545,49,9540.235
8664,214.61310952175972,249.99146281755887,0.51,38,9537.025
8665,214.59477383718678,249.9439466366401,0.465,32,9553.665
8666,214.6219338590171,249.198663518979,0.475,35,9533.765
8667,214.61202279701226,249.06884535459372,0.515,44,9533.585
8668,214.59234379043195,249.84078317422134,0.51,42,9521.385
8669,214.60735660710543,249.8947033744592,0.48,33,9580.76
8670,214.61722632054784,250.54410637342014,0.5,33,9521.55
8671,214.6067374772623,250.64401538555438,0.535,41,9544.9
8672,214.59928277853948,249.98556124247037,0.565,47,9532.29
8673,214.61806531992468,248.65687306110675,0.46,31,9515.5
8674,214.60772470475115,250.441879932697,0.465,33,9471.47
8675,214.60858708303016,250.66973007642306,0.45,30,9532.18
8676,214.62362051744174,249.1515994805556,0.485,41,9525.93
8677,214.62559180455207,249.34490554149335,0.48,34,9523.63
8678,214.62102901206984,249.11726839725787,0.535,43,9523.64
8679,214.6071402406278,250.0056718679575,0.505,35,9523.165
8680,214.60494902787676,249.79429756678067,0.47,36,9499.575
8681,214.61068009276377,250.40241638513712,0.53,39,9509.81
8682,214.60016379220477,250.3958473297266,0.515,32,9524.26
8683,214.60777406092188,249.79706494624799,0.495,29,9539.065
8684,214.61657111271546,249.79808679910806,0.485,32,9524.23
8685,214.61189229232912,249.860584460772,0.485,37,9536.0
8686,214.57220684430018,250.24753114810358,0.55,43,9490.74
8687,214.59476923582812,249.56160965332617,0.53,39,9511.43
8688,214.6187159144793,250.06420283134167,0.47,29,9532.61
8689,214.60656381434666,249.60892820358276,0.51,43,9557.975
8690,214.5968064045219,250.1097411925976,0.545,49,9528.085
8691,214.61430545667926,248.59222092078284,0.5,41,9550.185
8692,214.61188973001074,249.67646079797012,0.515,38,9511.14
8693,214.5988142850504,250.36018894268915,0.605,53,9575.235
8694,214.61638745606047,249.5229366834347,0.53,49,9523.37
8695,214.6032977602028,250.2421445938257,0.475,29,9560.71
8696,214.58815556563832,249.17586500828082,0.51,33,9495.8
8697,214.59536409080073,249.19433105908908,0.51,36,9523.04
8698,214.60125827774772,249.4871796965599,0.53,40,9535.3
8699,214.5952430089024,248.82022439516507,0.51,42,9546.31
8700,214.59774943100135,249.5097404535,0.465,36,9558.48
8701,214.60359414462144,250.2229048013687,0.53,38,9518.125
8702,214.59664648986592,249.93545437776126,0.485,34,9554.77
8703,214.58529268388904,249.0270341176253,0.48,32,9512.715
8704,214.58710504185044,248.28274012528934,0.485,31,9540.015
8705,214.60624981115475,250.1449213027954,0.465,35,9509.595
8706,214.5969264634116,249.15582669698276,0.56,49,9521.315
8707,214.59361202959207,250.80710715513962,0.47,35,9557.295
8708,214.59975950958852,250.88113691256598,0.605,52,9527.59
8709,214.60851172371764,249.23893987215482,0.5,42,9548.32
8710,214.59863860809554,249.70244458088507,0.545,43,9530.235
8711,214.59259795793727,250.76902628861941,0.48,31,9540.185
8712,214.5955833774608,249.4270611359523,0.5,39,9548.41
8713,214.5806984458822,250.7506054227169,0.52,38,9522.085
8714,214.5875131202678,250.41738792566153,0.455,28,9541.03
8715,214.60171917847174,249.58979696035385,0.48,30,9523.24
8716,214.59307901504255,250.05851166064923,0.505,40,9561.755
8717,214.59578505348748,249.38985142341028,0.52,34,9522.055
8718,214.58076117558736,250.19723356687106,0.525,37,9515.75
8719,214.58060264238551,250.3647526044112,0.48,31,9540.06
8720,214.58858310767488,250.22401985755334,0.46,31,9525.195
8721,214.60006550546282,249.69811177253723,0.54,37,9530.565
8722,214.57938318727875,250.35212964278,0.515,41,9527.78
8723,214.6003254028632,250.1222558755141,0.505,38,9509.08
8724,214.5934607775141,249.98362801625177,0.5,34,9509.83
8725,214.58879395066157,250.33931896319757,0.47,30,9538.035
8726,214.591949358235,249.6240465090825,0.5,40,9523.485
8727,214.58605243018297,250.00326505991129,0.475,35,9546.81
8728,214.5968844997067,250.21812809430637,0.505,41,9510.73
8729,214.58666237155362,249.39661878805893,0.455,26,9518.66
8730,214.58508682774254,250.24468373335324,0.48,36,9555.07
8731,214.5945971128036,249.16905129872836,0.465,38,9538.975
8732,214.57817895287803,249.68728286486404,0.51,35,9504.55
8733,214.58737067466936,249.8960513976904,0.465,29,9518.54
8734,214.58182991468547,249.97427593744717,0.575,47,9504.17
8735,214.59045917387144,250.59807436282819,0.465,34,9532.425
8736,214.58561585898298,250.4598249747203,0.54,40,9523.445
8737,214.56447924413507,249.22851073741913,0.48,33,9506.97
8738,214.58606112037847,250.141831269631,0.555,44,9501.735
8739,214.59519132646986,249.64937222920932,0.51,41,9519.37
8740,214.57858118889553,249.93146120584927,0.515,35,9515.145
8741,214.58418786622025,249.62116120411798,0.5,43,9516.925
8742,214.5876881300431,250.2166692660405,0.495,38,9530.53
8743,214.56389801183536,249.7825211928441,0.465,37,9507.735
8744,214.59440521480943,249.76792054909927,0.555,45,9545.615
8745,214.56739076283841,250.53515575482294,0.495,37,9532.575
8746,214.5802239053334,250.46103650331497,0.465,28,9554.6
8747,214.57381897426163,248.70040308970673,0.455,33,9514.545
8748,214.57347874727904,250.42091636245067,0.53,40,9516.395
8749,214.5693690461768,250.08968401872195,0.58,48,9511.14
8750,214.5712662583316,249.6290311721655,0.55,40,9516.42
8751,214.5867833831001,249.39795045669263,0.465,32,9543.905
8752,214.57669174712962,250.40713519316452,0.545,39,9531.88
8753,214.5715069741015,250.04112530671634,0.53,36,9519.9
8754,214.5916414035564,249.57191705703735,0.5,40,9535.815
8755,214.57559618479667,249.61698389053345,0.47,34,9515.22
8756,214.5949371168116,250.56152714215793,0.52,37,9522.185
8757,214.58262522935394,249.6521107875384,0.48,35,9516.915
8758,214.56166547552294,250.7660214167375,0.475,36,9556.155
8759,214.56682934824278,249.89742403763992,0.52,43,9556.785
8760,214.57253690398952,250.16464658883902,0.485,33,9523.3
8761,214.56856103474692,249.80506313764133,0.51,34,9518.055
8762,214.58856428245494,250.48559830738947,0.485,39,9525.06
8763,214.58376775793033,249.63189622072073,0.51,35,9527.95
8764,214.58991237065356,249.89663076400757,0.49,36,9530.32
8765,214.57133848059198,250.83029892811408,0.54,39,9493.66
8766,214.5734111944035,249.97001198621896,0.455,31,9522.175
8767,214.56225579716306,249.97927324588483,0.54,41,9532.585
8768,214.56564833779575,250.18050794418042,0.475,35,9498.465
8769,214.57097357465187,249.41138232671298,0.525,39,9528.32
8770,214.57347834522704,249.76262800510113,0.515,36,9520.24
8771,214.55772883236872,249.3566098671693,0.46,32,9526.69
8772,214.58194222179168,250.289318891672,0.475,31,9523.18
8773,214.57484923148914,249.79024321299332,0.49,38,9527.685
8774,214.57852834013428,249.8429230634983,0.515,39,9546.855
8775,214.56045744851892,250.07735415605399,0.44,29,9514.63
8776,214.55692691480292,249.26524763840897,0.535,43,9515.675
8777,214.5552294785939,249.485989854886,0.535,46,9536.565
8778,214.5755477097681,250.17756208089682,0.5,44,9530.285
8779,214.58040264753504,250.3543773155946,0.485,34,9551.495
8780,214.56280855092493,250.326034619258,0.53,46,9550.14
8781,214.56966703531492,250.41443910965552,0.535,43,9525.42
8782,214.56342112729143,249.38290679454803,0.465,33,9516.63
8783,214.57858612747785,250.45731615103207,0.515,38,9527.51
8784,214.58442076014558,249.02770880552438,0.485,40,9502.435
8785,214.58948604581997,249.43230276841385,0.47,32,9528.065
8786,214.57540725698706,249.94300981668326,0.465,36,9532.585
8787,214.56259863966395,251.50177757556622,0.515,38,9523.78
8788,214.57073850883177,251.12815308570862,0.5,43,9554.995
8789,214.55661364885168,250.52835691892184,0.53,39,9545.4
8790,214.56251948222464,249.98248898983002,0.515,33,9579.055
8791,214.57283126826403,250.2743796476951,0.48,32,9521.145
8792,214.54623005597662,250.90802232118753,0.505,36,9538.615
8793,214.5480217961999,249.99796775671152,0.475,31,9522.83
8794,214.57044538472633,250.10899371367233,0.49,38,9497.99
8795,214.56632317669633,250.5209038257599,0.535,40,9557.725
8796,214.5709939179597,249.58823462632986,0.46,34,9539.885
8797,214.55207245670755,251.21848957355206,0.545,41,9511.575
8798,214.56920052185197,250.00806599396927,0.47,34,9489.425
8799,214.56623202572325,249.73399406213028,0.515,37,9515.54
8800,214.5510018948574,248.7119106879601,0.53,41,9524.62
8801,214.54405544451362,249.12058214040903,0.525,50,9544.495
8802,214.55056347939285,251.12059977421393,0.585,46,9510.515
8803,214.55267440704034,249.9352086323958,0.49,38,9505.835
8804,214.55576854020316,249.31127194257883,0.47,34,9563.755
8805,214.54308999411455,250.14697554478278,0.54,43,9515.21
8806,214.55766381244982,249.61611625781427,0.515,40,9492.435
8807,214.54548250874848,249.94045902215518,0.47,35,9511.485
8808,214.56621969089588,250.50652698370126,0.53,41,9516.435
8809,214.541814137479,249.6355567391102,0.465,32,9540.975
8810,214.5436356574583,250.27101972469916,0.46,39,9528.61
8811,214.5755828150415,249.51462869460767,0.54,45,9535.93
8812,214.55107581835298,250.40206210429852,0.48,30,9524.895
8813,214.5434125822649,250.2504703081571,0.51,36,9536.605
8814,214.54335260616534,249.88797939740695,0.53,39,9522.2
8815,214.56003442702362,249.2833731816365,0.465,36,9513.89
8816,214.54839923552234,250.5540885375096,0.565,42,9527.46
8817,214.53063560873065,249.50004518032074,0.58,50,9528.785
8818,214.5487895861502,250.17532900663522,0.415,30,9518.685
8819,214.55168851478274,250.7307627567878,0.43,32,9542.625
8820,214.54535228023985,250.50726101948663,0.495,41,9546.11
8821,214.5665287142246,250.51868089804282,0.45,37,9521.55
8822,214.54367609900538,250.90332654806284,0.5,38,9537.155
8823,214.54914986311417,250.5029810850437,0.52,32,9550.525
8824,214.5636883959358,250.9549666092946,0.47,36,9526.9
8825,214.5453405422402,250.4547031338398,0.47,34,9545.44
8826,214.5429507591179,250.48458816454962,0.515,39,9554.115
8827,214.53555681588827,249.42734161248575,0.535,42,9515.92
